Type,Value,Title,Description,ImageURL,Price,Standard
Cladding,timber,Timber,Premium treated timber cladding,https://images.squarespace-cdn.com/content/v1/62302f3c62ab4a789d764980/d70259ce-ebd8-48f7-b1e9-f886ab2782c6/Weather+Scottish+Larch+Cladding?format=1000w,75,Both
Cladding,composite,Composite,Durable weatherproof composite cladding,https://cdn.prod.website-files.com/612569c3243035968aaf61f1/65b23f56965d463f21a839fd_8qbkRmUM-DvK5978WgbbwGmKmJHyLHoIzRJE5NkWzgI.svg,95
Cladding,metal,Metal,Modern metal siding,https://cdn.prod.website-files.com/612569c3243035968aaf61f1/65b23f57ba38ad19e854c77d_RzZHRFTO-E8nHMRThHYBRZPIHfLA0GulUEJRXRPtEME.svg,85
Cladding,brick,Brick,Traditional brick finish,https://cdn.prod.website-files.com/612569c3243035968aaf61f1/65b23f5927dc45dc46ef1a96_7Lst39gj0lxCwE2fSX6wW3nWR5Y7WubJ_cR9r3f24fM.svg,110
Cladding,render,Render,Smooth rendered finish,https://cdn.prod.website-files.com/612569c3243035968aaf61f1/65b23e30c7bb25ad52861ce1_VntawIz9OZ15SBxN2L0FVhz2sLyUrHzKWt7ZtB-C9r4.svg,65
Roofing,shingles,Shingles,Classic roof shingles,https://cdn.prod.website-files.com/612569c3243035968aaf61f1/65b23f60528cb2b4c6cf1d26_ZMyRh6d4S6OSgR6rl78YbBciZglKtXDNVb2_20k3W64.svg,45
Roofing,metal,Metal,Long-lasting metal roofing,https://images.squarespace-cdn.com/content/v1/62302f3c62ab4a789d764980/8eaf393b-1176-469c-aca9-013d27474ccc/Steel+roofing+product+shot+for+Garden+Room?format=1000w,65,Double
Roofing,tiles,Tiles,Traditional roof tiles,https://cdn.prod.website-files.com/612569c3243035968aaf61f1/65b23f5f27dc45dc46ef1c8b_GEES4piILa28t9VCKeH0vUAuTD6DR0oIVJg3MbOesRM.svg,55
Roofing,epdm,EPDM,Weatherproof rubber membrane,https://cdn.prod.website-files.com/612569c3243035968aaf61f1/65b23f61aaf8b08615bf7d6f__3TDk1f9Y_ymYxtW5V4mhHCVGQnKmfktE5IHkFTnaq0.svg,40
Roofing,green,Green Roof,Living roof with plants,https://images.squarespace-cdn.com/content/v1/62302f3c62ab4a789d764980/b7ba446d-d034-41ff-82fd-45acc4808e0d/Sedum+Roof+Product+Shot+for+Garden+Room?format=1000w,85,Mono